id,user_id,payment_method_id,order_date,total_amount,status
1,1,1,2022-04-19 00:00:00,1996.42,shipped
2,2,2,2022-01-24 00:00:00,920.83,shipped
3,2,3,2022-09-25 00:00:00,1050.4199999999998,shipped
4,3,4,2022-11-28 00:00:00,363.28999999999996,shipped
5,3,5,2022-08-07 00:00:00,187.31,shipped
6,3,6,2022-11-16 00:00:00,112.64,shipped
7,3,7,2022-09-26 00:00:00,330.43,shipped
8,3,8,2022-06-27 00:00:00,404.01,shipped
9,3,9,2022-07-13 00:00:00,378.24000000000007,shipped
10,3,10,2022-09-01 00:00:00,191.2,shipped
11,4,11,2022-05-10 00:00:00,1862.2199999999998,shipped
12,5,12,2022-06-17 00:00:00,754.7700000000001,shipped
13,5,13,2022-01-17 00:00:00,1221.6200000000001,shipped
14,6,14,2022-01-06 00:00:00,182.64999999999998,shipped
15,6,15,2022-05-27 00:00:00,193.3,shipped
16,6,16,2022-08-28 00:00:00,935.66,shipped
17,6,17,2022-04-03 00:00:00,658.7399999999999,shipped
18,7,18,2022-06-05 00:00:00,405.97999999999996,shipped
19,7,19,2022-03-18 00:00:00,22.37,shipped
20,7,20,2022-10-29 00:00:00,694.29,shipped
21,7,21,2022-08-30 00:00:00,28.759999999999998,shipped
22,7,22,2022-06-30 00:00:00,837.1899999999998,shipped
23,8,23,2022-09-24 00:00:00,276.3,shipped
24,8,24,2022-08-24 00:00:00,101.29,shipped
25,8,25,2022-04-12 00:00:00,488.80999999999995,shipped
26,8,26,2022-07-21 00:00:00,1111.4099999999999,shipped
27,9,27,2022-09-27 00:00:00,235.82999999999998,shipped
28,9,28,2022-03-08 00:00:00,222.78,shipped
29,9,29,2022-12-11 00:00:00,232.21,shipped
30,9,30,2022-03-20 00:00:00,245.70999999999998,shipped
31,9,31,2022-09-10 00:00:00,623.4999999999999,shipped
32,9,32,2022-08-29 00:00:00,183.19,shipped
33,10,33,2022-05-13 00:00:00,519.39,shipped
34,10,34,2022-07-23 00:00:00,39.95,shipped
35,10,35,2022-04-10 00:00:00,43.53,shipped
36,10,36,2022-10-17 00:00:00,674.2899999999998,shipped
37,10,37,2022-10-06 00:00:00,389.09000000000003,shipped
38,10,38,2022-08-26 00:00:00,272.08,shipped
39,11,39,2022-11-09 00:00:00,839.3499999999999,shipped
40,11,40,2022-04-26 00:00:00,440.29999999999995,shipped
41,12,41,2022-12-29 00:00:00,869.7700000000001,shipped
42,12,42,2022-02-13 00:00:00,305.86,shipped
43,13,43,2022-07-31 00:00:00,55.99,shipped
44,13,44,2022-01-21 00:00:00,404.18,shipped
45,13,45,2022-04-09 00:00:00,939.5299999999999,shipped
46,13,46,2022-09-08 00:00:00,384.28,shipped
47,14,47,2022-03-07 00:00:00,337.71999999999997,shipped
48,14,48,2022-04-14 00:00:00,0.0,shipped
49,14,49,2022-08-08 00:00:00,491.77,shipped
50,14,50,2022-08-19 00:00:00,360.37,shipped
51,14,51,2022-08-24 00:00:00,297.7,shipped
52,14,52,2022-09-06 00:00:00,52.910000000000004,shipped
53,14,53,2022-09-17 00:00:00,457.7000000000001,shipped
54,15,54,2022-08-13 00:00:00,133.51,shipped
55,15,55,2022-06-01 00:00:00,0.0,shipped
56,15,56,2022-01-08 00:00:00,109.39,shipped
57,15,57,2022-08-17 00:00:00,140.98000000000002,shipped
58,15,58,2022-06-01 00:00:00,747.5600000000001,shipped
59,15,59,2022-07-06 00:00:00,293.49000000000007,shipped
60,15,60,2022-04-13 00:00:00,183.88,shipped
61,15,61,2022-01-27 00:00:00,7.23,shipped
62,15,62,2022-09-21 00:00:00,380.82000000000005,shipped
63,16,63,2022-02-20 00:00:00,165.16000000000003,shipped
64,16,64,2022-08-18 00:00:00,1139.3600000000001,shipped
65,16,65,2022-09-15 00:00:00,686.8699999999999,shipped
66,17,66,2022-03-24 00:00:00,88.8,shipped
67,17,67,2022-09-14 00:00:00,345.23,shipped
68,17,68,2022-09-17 00:00:00,203.60999999999999,shipped
69,17,69,2022-01-11 00:00:00,213.30999999999997,shipped
70,17,70,2022-02-03 00:00:00,199.08999999999997,shipped
71,17,71,2022-08-06 00:00:00,198.12,shipped
72,17,72,2022-12-05 00:00:00,216.95,shipped
73,17,73,2022-04-21 00:00:00,126.02,shipped
74,17,74,2022-09-03 00:00:00,59.010000000000005,shipped
75,17,75,2022-05-25 00:00:00,309.42,shipped
76,18,76,2022-05-12 00:00:00,384.2,shipped
77,18,77,2022-06-10 00:00:00,22.66,shipped
78,18,78,2022-07-01 00:00:00,530.4100000000001,shipped
79,18,79,2022-09-19 00:00:00,297.89,shipped
80,18,80,2022-03-16 00:00:00,198.56,shipped
81,18,81,2022-01-10 00:00:00,513.4399999999999,shipped
82,19,82,2022-06-04 00:00:00,3.31,shipped
83,19,83,2022-03-26 00:00:00,1078.5700000000002,shipped
84,19,84,2022-03-01 00:00:00,263.66,shipped
85,19,85,2022-05-22 00:00:00,651.62,shipped
86,20,86,2022-02-19 00:00:00,539.35,shipped
87,20,87,2022-12-08 00:00:00,403.36999999999995,shipped
88,20,88,2022-11-24 00:00:00,236.19000000000003,shipped
89,20,89,2022-04-24 00:00:00,353.30999999999995,shipped
90,20,90,2022-11-24 00:00:00,444.17,shipped
91,21,91,2022-09-22 00:00:00,0.0,shipped
92,21,92,2022-03-07 00:00:00,598.5699999999999,shipped
93,21,93,2022-09-27 00:00:00,207.06,shipped
94,21,94,2022-02-19 00:00:00,428.73,shipped
95,21,95,2022-05-31 00:00:00,0.0,shipped
96,21,96,2022-01-28 00:00:00,148.44,shipped
97,22,97,2022-09-25 00:00:00,342.30999999999995,shipped
98,22,98,2022-06-02 00:00:00,88.34,shipped
99,22,99,2022-04-08 00:00:00,0.0,shipped
100,22,100,2022-02-12 00:00:00,547.3900000000001,shipped
101,22,101,2022-07-08 00:00:00,378.61999999999995,shipped
102,23,102,2022-05-24 00:00:00,643.64,shipped
103,23,103,2022-03-03 00:00:00,214.92000000000002,shipped
104,23,104,2022-12-27 00:00:00,1132.9,shipped
105,24,105,2022-08-10 00:00:00,272.78,shipped
106,24,106,2022-09-01 00:00:00,425.65,shipped
107,24,107,2022-02-24 00:00:00,0.0,shipped
108,24,108,2022-07-30 00:00:00,679.3299999999999,shipped
109,24,109,2022-11-09 00:00:00,479.76,shipped
110,25,110,2022-01-19 00:00:00,0.0,shipped
111,25,111,2022-07-22 00:00:00,1034.87,shipped
112,25,112,2022-02-06 00:00:00,364.32,shipped
113,25,113,2022-02-23 00:00:00,497.47,shipped
114,26,114,2022-12-26 00:00:00,118.57,shipped
115,26,115,2022-01-18 00:00:00,183.72,shipped
116,26,116,2022-05-27 00:00:00,228.07,shipped
117,26,117,2022-03-30 00:00:00,145.29,shipped
118,26,118,2022-07-31 00:00:00,182.88,shipped
119,26,119,2022-05-13 00:00:00,238.68,shipped
120,26,120,2022-02-12 00:00:00,367.84999999999997,shipped
121,26,121,2022-03-24 00:00:00,144.01,shipped
122,26,122,2022-08-06 00:00:00,203.78,shipped
123,26,123,2022-08-08 00:00:00,178.22,shipped
124,27,124,2022-02-18 00:00:00,0.0,shipped
125,27,125,2022-05-23 00:00:00,325.55,shipped
126,27,126,2022-01-12 00:00:00,61.239999999999995,shipped
127,27,127,2022-04-17 00:00:00,26.56,shipped
128,27,128,2022-11-21 00:00:00,455.52,shipped
129,27,129,2022-09-08 00:00:00,321.52,shipped
130,27,130,2022-04-22 00:00:00,237.14,shipped
131,27,131,2022-07-04 00:00:00,223.63000000000002,shipped
132,27,132,2022-02-24 00:00:00,302.93,shipped
133,28,133,2022-07-04 00:00:00,244.2,shipped
134,28,134,2022-07-07 00:00:00,308.03000000000003,shipped
135,28,135,2022-04-04 00:00:00,350.77,shipped
136,28,136,2022-01-02 00:00:00,370.06,shipped
137,28,137,2022-02-26 00:00:00,79.75999999999999,shipped
138,28,138,2022-07-09 00:00:00,36.78,shipped
139,29,139,2022-05-23 00:00:00,52.41,shipped
140,29,140,2022-07-07 00:00:00,647.1400000000001,shipped
141,29,141,2022-07-11 00:00:00,174.92999999999998,shipped
142,29,142,2022-09-27 00:00:00,73.65,shipped
143,29,143,2022-03-18 00:00:00,264.3,shipped
144,29,144,2022-03-12 00:00:00,238.18,shipped
145,30,145,2022-11-24 00:00:00,205.60000000000002,shipped
146,30,146,2022-11-07 00:00:00,121.90000000000002,shipped
147,30,147,2022-12-02 00:00:00,607.53,shipped
148,30,148,2022-06-29 00:00:00,304.20000000000005,shipped
149,30,149,2022-09-13 00:00:00,514.16,shipped
150,30,150,2022-02-12 00:00:00,245.68000000000004,shipped
151,31,151,2022-01-08 00:00:00,0.0,shipped
152,31,152,2022-08-25 00:00:00,1019.1500000000001,shipped
153,31,153,2022-03-25 00:00:00,157.0,shipped
154,31,154,2022-04-21 00:00:00,480.72,shipped
155,32,155,2022-11-20 00:00:00,629.11,shipped
156,32,156,2022-11-29 00:00:00,842.55,shipped
157,32,157,2022-01-25 00:00:00,483.29999999999995,shipped
158,33,158,2022-03-31 00:00:00,5.6,shipped
159,33,159,2022-09-18 00:00:00,443.89000000000004,shipped
160,33,160,2022-05-01 00:00:00,61.410000000000004,shipped
161,33,161,2022-09-19 00:00:00,346.04,shipped
162,33,162,2022-05-14 00:00:00,6.22,shipped
163,33,163,2022-10-16 00:00:00,587.11,shipped
164,33,164,2022-03-26 00:00:00,368.06,shipped
165,33,165,2022-12-26 00:00:00,96.53,shipped
166,34,166,2022-02-27 00:00:00,1587.06,shipped
167,35,167,2022-05-16 00:00:00,229.74,shipped
168,35,168,2022-03-04 00:00:00,52.2,shipped
169,35,169,2022-09-14 00:00:00,272.78000000000003,shipped
170,35,170,2022-02-12 00:00:00,153.89,shipped
171,35,171,2022-01-28 00:00:00,29.09,shipped
172,35,172,2022-01-26 00:00:00,0.0,shipped
173,35,173,2022-06-11 00:00:00,38.37,shipped
174,35,174,2022-01-17 00:00:00,784.38,shipped
175,35,175,2022-05-17 00:00:00,225.32,shipped
176,35,176,2022-11-03 00:00:00,145.91,shipped
177,36,177,2022-06-20 00:00:00,224.22,shipped
178,36,178,2022-01-04 00:00:00,0.0,shipped
179,36,179,2022-09-11 00:00:00,362.09000000000003,shipped
180,36,180,2022-07-09 00:00:00,264.9,shipped
181,36,181,2022-01-19 00:00:00,112.29,shipped
182,36,182,2022-12-15 00:00:00,390.71,shipped
183,36,183,2022-03-05 00:00:00,303.37,shipped
184,36,184,2022-11-09 00:00:00,154.4,shipped
185,37,185,2022-09-11 00:00:00,606.4699999999999,shipped
186,37,186,2022-04-17 00:00:00,199.29,shipped
187,37,187,2022-08-04 00:00:00,777.76,shipped
188,37,188,2022-12-18 00:00:00,0.0,shipped
189,38,189,2022-10-27 00:00:00,96.88,shipped
190,38,190,2022-12-08 00:00:00,132.19,shipped
191,38,191,2022-08-14 00:00:00,553.4999999999999,shipped
192,38,192,2022-08-10 00:00:00,167.75,shipped
193,38,193,2022-10-17 00:00:00,447.57000000000005,shipped
194,38,194,2022-11-17 00:00:00,198.14000000000001,shipped
195,38,195,2022-09-13 00:00:00,5.72,shipped
196,39,196,2022-05-06 00:00:00,201.29999999999998,shipped
197,39,197,2022-03-06 00:00:00,55.11,shipped
198,39,198,2022-09-03 00:00:00,215.8,shipped
199,39,199,2022-10-29 00:00:00,545.02,shipped
200,39,200,2022-03-01 00:00:00,349.06,shipped
201,39,201,2022-08-16 00:00:00,90.51,shipped
202,39,202,2022-01-11 00:00:00,307.53000000000003,shipped
203,40,203,2022-12-19 00:00:00,286.91999999999996,shipped
204,40,204,2022-01-04 00:00:00,116.61999999999999,shipped
205,40,205,2022-01-15 00:00:00,294.45000000000005,shipped
206,40,206,2022-05-19 00:00:00,152.9,shipped
207,40,207,2022-12-24 00:00:00,69.05,shipped
208,40,208,2022-04-11 00:00:00,565.8000000000001,shipped
209,40,209,2022-11-04 00:00:00,116.27,shipped
210,40,210,2022-03-26 00:00:00,101.35,shipped
211,41,211,2022-05-02 00:00:00,1215.23,shipped
212,41,212,2022-11-24 00:00:00,619.09,shipped
213,42,213,2022-02-05 00:00:00,471.37999999999994,shipped
214,42,214,2022-02-26 00:00:00,250.23,shipped
215,42,215,2022-08-17 00:00:00,698.5099999999999,shipped
216,43,216,2022-05-16 00:00:00,38.3,shipped
217,43,217,2022-04-17 00:00:00,428.48,shipped
218,43,218,2022-12-06 00:00:00,46.37,shipped
219,43,219,2022-06-03 00:00:00,168.35,shipped
